categroy,people,datetime,name,address
市场类,1,2018-04-27,SA-腾讯社交广告SMB电商行业经理（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告商业运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告SMB产品运营经理（北京）,北京
技术类,1,2018-04-27,25923-数据库工程师(DBA)（深圳）,深圳
技术类,2,2018-04-27,18428-区块链技术专家工程师（深圳）,深圳
技术类,4,2018-04-27,18428-区块链应用（高级）开发工程师（深圳）,深圳
技术类,4,2018-04-27,18428-区块链技术（高级）架构师（深圳）,深圳
产品/项目类,1,2018-04-27,15569-QQ飞车手游项目经理（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告SMB行业运营经理（电商运营方向）（深圳）,深圳
产品/项目类,1,2018-04-27,19881-王者荣耀平台渠道运营（深圳）,深圳
内容编辑类,1,2018-04-27,23673-时尚编辑（北京）,北京
内容编辑类,2,2018-04-27,23671-视频质量管理（天津）,天津
技术类,1,2018-04-27,25923-蓝鲸产品测试开发（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌硬件产品策划（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌TV和硬件活动策划（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点 Android 客户端开发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点后台开发（深圳）,深圳
内容编辑类,1,2018-04-27,23673-学术编辑（北京）,北京
产品/项目类,1,2018-04-27,SNG04-看点问答产品运营（深圳）,深圳
技术类,1,2018-04-27,TEG02-网络工程管理工程师（深圳）,深圳
技术类,2,2018-04-27,TEG02-网络管控系统后台开发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点iOS 研发工程师（深圳）,深圳
产品/项目类,3,2018-04-27,HY3-腾讯互娱直播业务高级管理经理（深圳）,深圳
产品/项目类,2,2018-04-27,23516-移动游戏评估分析师（深圳）,深圳
技术类,1,2018-04-27,18427-高级测试工程师,深圳
产品/项目类,1,2018-04-27,WXG01-211 微信基础产品经理（广州）,广州
市场类,1,2018-04-27,MIG18-US Marketing & Business Development Executive（美国）,美国
产品/项目类,1,2018-04-27,23516-二次元手游社区运营与用户管理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-MMO手游数据分析（深圳）,深圳
产品/项目类,1,2018-04-27,18402-斗破苍穹移动游戏市场策划（深圳）,深圳
产品/项目类,1,2018-04-27,MIG08-产品经理（广州）,广州
产品/项目类,1,2018-04-27,19332-数据运营高级经理（上海）,上海
产品/项目类,1,2018-04-27,23516-沙盒类手游平台运营（深圳）,深圳
产品/项目类,1,2018-04-27,23516-沙盒类手游版本管理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-刺激战场 商业化和活动策划（深圳）,深圳
内容编辑类,2,2018-04-27,SNG03-直播内容产品策划经理（深圳）,深圳
技术类,1,2018-04-27,SNG06-QQ动漫后台开发高级工程师（深圳）,深圳
市场类,2,2018-04-27,OMG192-腾讯广告华北渠道销售经理,北京
职能类,1,2018-04-27,S2-监管合规支持岗,深圳
技术类,2,2018-04-27,22989-推荐/精准营销系统工程师,深圳
技术类,1,2018-04-27,18436-大数据开发高级工程师（深圳）,深圳
技术类,4,2018-04-27,18436-java高级工程师,深圳
技术类,1,2018-04-27,18425-腾讯金融AI应用-高级后台开发工程师,深圳
职能类,1,2018-04-27,HY5-Executive Assistant,荷兰
技术类,1,2018-04-27,24111-大数据后台工程师,深圳
技术类,1,2018-04-27,MIG12-运营规划高级工程师(深圳/北京),深圳
产品/项目类,1,2018-04-27,19881-王者荣耀社区内容管理后台运营（深圳）,深圳
技术类,1,2018-04-27,27092-应用宝数据挖掘算法工程师（深圳）,深圳
技术类,1,2018-04-27,SNG16-全民K歌IOS开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG17-Senior Researcher（美国）,美国
技术类,1,2018-04-27,18302-Unity动作游戏资深工程师（深圳）,深圳
技术类,2,2018-04-27,21557-音视频后台开发工程师（深圳）,深圳
市场类,1,2018-04-27,SA-腾讯社交广告KA渠道运营经理,深圳
技术类,1,2018-04-27,26834-系统控制研究员（深圳）,深圳
技术类,3,2018-04-27,26834-嵌入式开发工程师（深圳）,深圳
设计类,1,2018-04-27,15570-RTS+SLG手游原画设计师（深圳）,深圳
内容编辑类,2,2018-04-27,SNG03-直播内容运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,23671-短视频内容运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,23671-短视频商务拓展经理（深圳）,深圳
职能类,1,2018-04-27,S2-COA管理经理,深圳
职能类,1,2018-04-27,S2-财务分析高级经理,深圳
市场类,1,2018-04-27,22968-华东日化行业策划经理,上海
技术类,1,2018-04-27,18425-腾讯金融web前端开发工程师,深圳
市场类,1,2018-04-27,OMG08-腾讯视频校园市场经理（北京）,北京
技术类,1,2018-04-27,18425-金融人工智能高级研究员,深圳
产品/项目类,1,2018-04-27,20718-文案策划（深圳）,深圳
市场类,1,2018-04-27,19116-互联网+高校生态合作经理（上海）,上海
市场类,1,2018-04-27,19116-互联网+高校生态合作经理（武汉）,武汉
技术类,1,2018-04-27,MIG03-后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,27092-广告算法工程师（深圳）,深圳
技术类,1,2018-04-27,27092-机器学习系统开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18402-国内刺激战场-版本管理,深圳
产品/项目类,1,2018-04-27,18402-国内刺激战场-本地化及商业化,深圳
产品/项目类,1,2018-04-27,27092-应用宝商业化游戏合作运营（北京）,北京
产品/项目类,1,2018-04-27,SNG06-QQ会员高级产品策划（深圳）,深圳
技术类,2,2018-04-27,27092-应用宝后台开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,21882-高级产品经理（医疗百科）,深圳
市场类,2,2018-04-27,27092-商务合作拓展经理（深圳）,深圳
产品/项目类,2,2018-04-27,27092-商业化策略产品经理（深圳）,深圳
内容编辑类,3,2018-04-27,SNG08-微视活动策划运营经理,北京
技术类,1,2018-04-27,SNG06-QQ动漫后台开发工程师（深圳）,深圳
内容编辑类,1,2018-04-27,SNG06-QQ动漫商务编辑（深圳）,深圳
内容编辑类,1,2018-04-27,SNG06-QQ动漫商务负责人（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-QQ动漫开放平台产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG06-鹅漫U品IP衍生品制作经理（深圳）,深圳
市场类,1,2018-04-27,24549-销售市场经理,广州
设计类,1,2018-04-27,15570-3D场景设计师（深圳）,深圳
内容编辑类,4,2018-04-27,SNG08-微视垂类频道运营经理,北京
内容编辑类,2,2018-04-27,SNG08-微视明星及名人运营经理,北京
内容编辑类,2,2018-04-27,SNG08-微视音乐运营经理,北京
职能类,1,2018-04-27,23677-互娱服务采购经理（上海）,上海
技术类,5,2018-04-27,TEG09-接入业务后台开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15575-王者荣耀社交数据分析方向产品经理（成都）,成都
产品/项目类,1,2018-04-27,MIG08-产品经理,广州
产品/项目类,1,2018-04-27,MIG08-产品经理,广州
市场类,1,2018-04-27,24549-销售市场经理,深圳
技术类,2,2018-04-27,SNG11-知识图谱AI研发工程师（深圳）,深圳
技术类,1,2018-04-27,25926-自然语言处理算法工程师（深圳）,深圳
技术类,1,2018-04-27,25926-数据分析工程师（深圳）,深圳
技术类,1,2018-04-27,25926-用户画像大数据分析工程师（深圳）,深圳
技术类,1,2018-04-27,18797-IOS客户端开发工程师（深圳）,深圳
职能类,1,2018-04-27,ZSC-IP Engineer(Palo Alto),美国
市场类,1,2018-04-27,23295-互娱高级活动经理（北京）,北京
技术类,1,2018-04-27,MIG09-手机QQ浏览器云服务后台开发工程师(深圳),深圳
内容编辑类,1,2018-04-27,22851-腾讯视频综艺频道会员运营（北京）,北京
设计类,2,2018-04-27,22090-交互设计师（深圳）,深圳
产品/项目类,1,2018-04-27,WXG06-212 微信境外支付产品策划经理（深圳）,深圳
技术类,1,2018-04-27,26381-技术架构师（深圳）,北京
产品/项目类,1,2018-04-27,18428-支付平台产品运营经理(深圳),深圳
技术类,2,2018-04-27,SA-腾讯社交广告大数据研发工程师（北京）,北京
技术类,1,2018-04-27,25926-游戏安全运营开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,25926-游戏安全产品策划（深圳）,深圳
技术类,1,2018-04-27,25926-后台开发工程师（深圳）,深圳
技术类,2,2018-04-27,MIG03-AI评价优化高级工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18425-E证通产品策划经理（深圳）,深圳
职能类,1,2018-04-27,21527-腾讯音乐财务管理（深圳）,深圳
市场类,2,2018-04-27,23296-互娱市场与用户研究经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌产品运营策划经理（深圳）,深圳
技术类,5,2018-04-27,15579-移动游戏客户端开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15851-游戏研发韩语PM（深圳）,深圳
技术类,1,2018-04-27,25926-后台策略安全工程师（深圳）,深圳
技术类,1,2018-04-27,24012-移动游戏客户端开发工程师（深圳）,深圳
职能类,1,2018-04-27,21527-腾讯音乐风险管理及内部控制分析师（深圳）,深圳
职能类,1,2018-04-27,21527-集团资金管理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG04-211 微信游戏内容产品运营（深圳）,深圳
产品/项目类,1,2018-04-27,21087-移动游戏运营策划（深圳）,深圳
产品/项目类,1,2018-04-27,MIG08-会员产品经理（腾讯WiFi管家）,广州
技术类,1,2018-04-27,GY0-推荐系统后台开发工程师,深圳
产品/项目类,1,2018-04-27,25663-移动云项目经理,深圳
产品/项目类,1,2018-04-27,23517-剑网3手游市场推广（深圳）,深圳
技术类,1,2018-04-27,18425-移动支付商户系统及应用开发研发工程师,深圳
产品/项目类,1,2018-04-27,19511-腾讯游戏学院营运总监（深圳）,深圳
技术类,1,2018-04-27,MIG03-高级后台测试开发工程师（深圳）,深圳
市场类,1,2018-04-27,19511-腾讯游戏评测经理（深圳）,深圳
技术类,1,2018-04-27,18797-IOS客户端开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18402-次世代高自由度MMORPG手游本地化&商业化（深圳）,深圳
产品/项目类,1,2018-04-27,23516-二次元产品数据分析（深圳）,深圳
产品/项目类,1,2018-04-27,23516-二次元手游版本管理（深圳）,深圳
产品/项目类,1,2018-04-27,22090-拍摄器产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,18425-区块链项目经理,深圳
职能类,1,2018-04-27,TA-职业发展经理（深圳）,深圳
职能类,1,2018-04-27,21527-腾讯音乐报表合并及分析经理岗位（深圳）,深圳
产品/项目类,1,2018-04-27,SNG16-全民K歌音频直播运营（深圳）,深圳
技术类,2,2018-04-27,22090-短视频推荐算法工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG08-场景服务产品经理（腾讯WiFi管家）,广州
产品/项目类,1,2018-04-27,MIG08-客户端产品经理（腾讯WiFi管家）,广州
产品/项目类,1,2018-04-27,26381-解决方案架构师（北京/深圳）,北京
产品/项目类,1,2018-04-27,MIG08-开放平台产品经理（腾讯WiFi管家）,广州
技术类,1,2018-04-27,15569-Unity3D高级游戏引擎工程师（深圳）,深圳
设计类,1,2018-04-27,24547-广告产品UI&视觉设计师（北京）,北京
职能类,1,2018-04-27,20764-政策合作专家(北京),北京
技术类,1,2018-04-27,OMG097-前端开发工程师（北京）,北京
产品/项目类,1,2018-04-27,18402-SLG手游数据分析（上海）,上海
技术类,2,2018-04-27,18428-财付通清算业务测试工程师（西安）,西安
产品/项目类,1,2018-04-27,18402-次世代高自由度MMORPG手游数据分析（深圳）,深圳
技术类,1,2018-04-27,SA-腾讯社交广告知识管理工程师（深圳）,深圳
技术类,1,2018-04-27,22090-数据分析产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-火影忍者手游渠道运营（深圳）,深圳
产品/项目类,2,2018-04-27,22090-合作拓展运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,18402-MMOPRG品类数据分析(天龙八部手游)（深圳）,深圳
市场类,1,2018-04-27,SNG16-腾讯音乐校园推广经理（深圳）,深圳
,1,2018-04-27,SNG16-腾讯音乐公关经理（内容策划方向）（深圳）,深圳
产品/项目类,1,2018-04-27,15570-RTS+SLG手游研发策划（深圳）,深圳
